time, value1, value2
+45.0000E-06,+1.1230468750E+00,+357.4218750E-03
+45.1000E-06,+1.1230468750E+00,+355.4687500E-03
+45.2000E-06,+1.1191406250E+00,+357.4218750E-03
+45.3000E-06,+1.1171875000E+00,+353.5156250E-03
+45.4000E-06,+1.1171875000E+00,+351.5625000E-03
+45.5000E-06,+1.1152343750E+00,+347.6562500E-03
+45.6000E-06,+1.1113281250E+00,+349.6093750E-03
+45.7000E-06,+1.1113281250E+00,+347.6562500E-03
+45.8000E-06,+1.1113281250E+00,+345.7031250E-03
+45.9000E-06,+1.1093750000E+00,+343.7500000E-03
+46.0000E-06,+1.1054687500E+00,+345.7031250E-03
+46.1000E-06,+1.1054687500E+00,+345.7031250E-03
+46.2000E-06,+1.1054687500E+00,+341.7968750E-03
+46.3000E-06,+1.1054687500E+00,+339.8437500E-03
+46.4000E-06,+1.1035156250E+00,+341.7968750E-03
+46.5000E-06,+1.1015625000E+00,+343.7500000E-03
+46.6000E-06,+1.1035156250E+00,+341.7968750E-03
+46.7000E-06,+1.0996093750E+00,+339.8437500E-03
+46.8000E-06,+1.0957031250E+00,+337.8906250E-03
+46.9000E-06,+1.0976562500E+00,+337.8906250E-03
+47.0000E-06,+1.0957031250E+00,+337.8906250E-03
+47.1000E-06,+1.0957031250E+00,+337.8906250E-03
+47.2000E-06,+1.0937500000E+00,+333.9843750E-03
+47.3000E-06,+1.0937500000E+00,+333.9843750E-03
+47.4000E-06,+1.0937500000E+00,+335.9375000E-03
+47.5000E-06,+1.0917968750E+00,+337.8906250E-03
+47.6000E-06,+1.0917968750E+00,+339.8437500E-03
+47.7000E-06,+1.0878906250E+00,+337.8906250E-03
+47.8000E-06,+1.0859375000E+00,+335.9375000E-03
+47.9000E-06,+1.0878906250E+00,+330.0781250E-03
+48.0000E-06,+1.0839843750E+00,+332.0312500E-03
+48.1000E-06,+1.0859375000E+00,+332.0312500E-03
+48.2000E-06,+1.0839843750E+00,+332.0312500E-03
+48.3000E-06,+1.0820312500E+00,+330.0781250E-03
+48.4000E-06,+1.0820312500E+00,+330.0781250E-03
+48.5000E-06,+1.0839843750E+00,+330.0781250E-03
+48.6000E-06,+1.0820312500E+00,+330.0781250E-03
+48.7000E-06,+1.0800781250E+00,+332.0312500E-03
+48.8000E-06,+1.0800781250E+00,+335.9375000E-03
+48.9000E-06,+1.0800781250E+00,+333.9843750E-03
+49.0000E-06,+1.0800781250E+00,+333.9843750E-03
+49.1000E-06,+1.0781250000E+00,+332.0312500E-03
+49.2000E-06,+1.0781250000E+00,+332.0312500E-03
+49.3000E-06,+1.0761718750E+00,+330.0781250E-03
+49.4000E-06,+1.0742187500E+00,+328.1250000E-03
+49.5000E-06,+1.0742187500E+00,+324.2187500E-03
+49.6000E-06,+1.0742187500E+00,+326.1718750E-03
+49.7000E-06,+1.0742187500E+00,+326.1718750E-03
+49.8000E-06,+1.0761718750E+00,+326.1718750E-03
+49.9000E-06,+1.0742187500E+00,+326.1718750E-03
